treatment,leaf_number,image_number,surface,stomata_number,x,y,angle,length
COL-0,3,ad-2,adaxial,9,20.5,233,-7.431,23.195
COL-0,3,ad-2,adaxial,8,65.5,226.75,-76.293,21.101
COL-0,3,ad-2,adaxial,7,190.75,209.5,-36.607,21.8
COL-0,3,ad-2,adaxial,5,164.75,144.25,5.389,26.618
COL-0,3,ad-2,adaxial,19,357.75,134.25,-83.047,20.652
COL-0,3,ad-2,adaxial,3,74.75,133.25,-86.186,22.55
COL-0,3,ad-2,adaxial,2,13.75,116.75,-43.091,21.225
COL-0,3,ad-2,adaxial,6,220.75,37.25,-46.909,21.225
COL-0,3,ad-2,adaxial,1,51,37,66.038,19.698
COL-0,3,ad-2,adaxial,4,105.5,34.5,71.565,25.298
COL-0,4,ad-2,adaxial,19,350.75,510.5,0,0.5
COL-0,4,ad-2,adaxial,20,147.25,509.5,63.435,1.118
COL-0,4,ad-2,adaxial,21,53,477,-71.565,22.136
COL-0,4,ad-2,adaxial,18,394.75,466.75,49.764,25.544
COL-0,4,ad-2,adaxial,22,65.75,423.5,75.964,22.677
COL-0,4,ad-2,adaxial,15,238,391.75,-1.507,19.007
COL-0,4,ad-2,adaxial,16,379.75,350.5,-9.273,24.824
COL-0,4,ad-2,adaxial,14,122.75,329.25,45,20.506
COL-0,4,ad-2,adaxial,17,423,278,-69.146,22.472
COL-0,4,ad-2,adaxial,10,259.75,252.5,-7.943,21.708
COL-0,4,ad-2,adaxial,12,75.5,231,87.274,21.024
COL-0,4,ad-2,adaxial,9,450,220.25,-74.407,22.322
COL-0,4,ad-2,adaxial,13,9.25,215.75,53.366,24.3
COL-0,4,ad-2,adaxial,8,359.5,202,41.186,21.26
COL-0,4,ad-2,adaxial,6,247.25,175.25,-82.185,25.739
COL-0,4,ad-2,adaxial,11,70.5,151,62.447,25.942
COL-0,4,ad-2,adaxial,7,369.5,145.5,-43.363,24.759
COL-0,4,ad-2,adaxial,5,188.25,96.75,51.52,24.91
COL-0,4,ad-2,adaxial,2,221,57,21.371,24.698
COL-0,4,ad-2,adaxial,3,281,38.75,-53.973,20.402
COL-0,4,ad-2,adaxial,4,328,36.25,58.392,22.897
COL-0,4,ad-2,adaxial,1,93.75,33.25,46.909,21.225
COL-0,2,ad-3,adaxial,11,189.75,493.75,22.521,22.192
COL-0,2,ad-3,adaxial,14,499,476.5,40.601,18.439
COL-0,2,ad-3,adaxial,13,431.75,463.25,85.365,18.561
COL-0,2,ad-3,adaxial,12,279,422.25,37.349,23.901
COL-0,2,ad-3,adaxial,9,97,355,64.537,23.259
COL-0,2,ad-3,adaxial,10,134,348.75,90,25.5
COL-0,2,ad-3,adaxial,7,11.25,347.5,-5.856,19.602
COL-0,2,ad-3,adaxial,16,509.5,332,0,1
COL-0,2,ad-3,adaxial,8,57,329.25,87.455,22.522
COL-0,2,ad-3,adaxial,15,423.75,299.25,-6.953,20.652
COL-0,2,ad-3,adaxial,4,46,238.25,-28.926,21.708
COL-0,2,ad-3,adaxial,6,227.75,227.25,-11.31,22.946
COL-0,2,ad-3,adaxial,17,370,221.25,54.324,24.005
COL-0,2,ad-3,adaxial,18,476,219.5,-57.095,20.248
COL-0,2,ad-3,adaxial,3,4,210.75,62.784,19.679
COL-0,2,ad-3,adaxial,20,507,191.75,26.565,1.118
COL-0,2,ad-3,adaxial,19,328.25,127,40.855,24.459
COL-0,2,ad-3,adaxial,5,243.5,126.25,82.057,21.708
COL-0,2,ad-3,adaxial,2,121.5,69.25,-66.038,24.622
COL-0,2,ad-3,adaxial,1,95,31.25,66.615,20.156
COL-0,2,ad-3,adaxial,21,344.75,0.75,-45,0.707
COL-0,3,ad-3,adaxial,13,171.5,474.5,26.565,22.361
COL-0,3,ad-3,adaxial,12,75,473.75,-44.193,25.105
COL-0,3,ad-3,adaxial,11,33.25,419.75,59.036,20.408
COL-0,3,ad-3,adaxial,15,430,414.5,-7.431,23.195
COL-0,3,ad-3,adaxial,14,291.25,412.5,-80.961,22.277
COL-0,3,ad-3,adaxial,10,30.5,387.75,-8.653,23.265
COL-0,3,ad-3,adaxial,8,151,316,87.397,22.023
COL-0,3,ad-3,adaxial,9,235.5,315.75,-61.783,23.265
COL-0,3,ad-3,adaxial,16,429,312,-27.646,23.707
COL-0,3,ad-3,adaxial,17,396.5,299,-17.65,23.087
COL-0,3,ad-3,adaxial,7,250.75,233.5,73.856,19.78
COL-0,3,ad-3,adaxial,5,146.75,205,69.075,18.2
COL-0,3,ad-3,adaxial,4,95.75,194.75,-22.068,19.962
COL-0,3,ad-3,adaxial,6,238,188,68.749,19.313
COL-0,3,ad-3,adaxial,3,105.5,184.25,-64.134,18.337
COL-0,3,ad-3,adaxial,2,168,145,4.97,23.087
COL-0,3,ad-3,adaxial,19,446.5,85,23.499,25.08
COL-0,3,ad-3,adaxial,18,340.25,81.5,45.971,20.863
COL-0,3,ad-3,adaxial,1,102.25,53.25,-37.147,20.7
COL-0,3,ad-3,adaxial,20,318.5,1.75,26.565,1.118
COL-0,4,ad-3,adaxial,18,374,493.5,11.768,24.515
COL-0,4,ad-3,adaxial,15,193,470.5,74.745,22.804
COL-0,4,ad-3,adaxial,16,366.25,413.25,-17.7,24.668
COL-0,4,ad-3,adaxial,14,167.75,406.25,58.134,21.783
COL-0,4,ad-3,adaxial,17,364.75,381.25,33.996,25.933
COL-0,4,ad-3,adaxial,13,277.25,341,-18.8,24.824
COL-0,4,ad-3,adaxial,12,147,337,-34.38,23.022
COL-0,4,ad-3,adaxial,11,406.5,248.25,68.682,22.006
COL-0,4,ad-3,adaxial,7,291,244,-65.556,24.166
COL-0,4,ad-3,adaxial,6,208,231,57.724,22.472
COL-0,4,ad-3,adaxial,9,370.5,222.5,-49.086,19.849
COL-0,4,ad-3,adaxial,4,73.5,154.5,33.111,27.459
COL-0,4,ad-3,adaxial,8,351.5,153.5,-31.43,21.095
COL-0,4,ad-3,adaxial,5,171.75,131.75,36.119,22.902
COL-0,4,ad-3,adaxial,3,101,110,85.03,23.087
COL-0,4,ad-3,adaxial,10,500.75,89,-72.646,25.145
COL-0,4,ad-3,adaxial,2,303.75,53,45.69,29.347
COL-0,4,ad-3,adaxial,1,169.5,18.5,-17.745,26.249
COL-0,2,ad-4,adaxial,20,86.5,505.25,4.086,21.054
COL-0,2,ad-4,adaxial,21,30.75,456.75,48.468,23.377
COL-0,2,ad-4,adaxial,17,361.5,444.25,9.039,22.277
COL-0,2,ad-4,adaxial,18,247.75,380,-2.545,22.522
COL-0,2,ad-4,adaxial,22,70,352.25,18.778,26.405
COL-0,2,ad-4,adaxial,15,318,329.5,-59.036,23.324
COL-0,2,ad-4,adaxial,19,163,312.75,-66.038,24.622
COL-0,2,ad-4,adaxial,23,109.25,312.25,-81.158,22.771
COL-0,2,ad-4,adaxial,14,342,292.75,-28.706,23.943
COL-0,2,ad-4,adaxial,16,451.25,276.25,-73.887,23.42
COL-0,2,ad-4,adaxial,10,332.75,215,-55.222,21.915
COL-0,2,ad-4,adaxial,5,121.5,215,-39.806,23.431
COL-0,2,ad-4,adaxial,9,263,198.5,-53.13,25
COL-0,2,ad-4,adaxial,11,461.5,195.25,-30.256,20.839
COL-0,2,ad-4,adaxial,13,511.25,177.25,45,0.707
COL-0,2,ad-4,adaxial,4,193.5,166.25,27.824,20.353
COL-0,2,ad-4,adaxial,8,334.75,157.75,14.421,18.069
COL-0,2,ad-4,adaxial,3,126,157,83.157,25.179
COL-0,2,ad-4,adaxial,1,27,105.25,-25.408,22.142
COL-0,2,ad-4,adaxial,12,495.75,51.75,-86.348,23.548
COL-0,2,ad-4,adaxial,2,97.25,43,-35.096,22.611
COL-0,2,ad-4,adaxial,6,251,22.5,-73.301,20.881
COL-0,2,ad-4,adaxial,7,328.25,21,-52.651,23.901
COL-0,3,ad-4,adaxial,16,371.75,457.25,63.97,23.927
COL-0,3,ad-4,adaxial,17,335.25,437.5,34.592,17.614
COL-0,3,ad-4,adaxial,15,454.5,398.5,-15.945,21.84
COL-0,3,ad-4,adaxial,13,272.75,388.75,24.444,18.125
COL-0,3,ad-4,adaxial,12,139.5,360.75,-31.185,22.209
COL-0,3,ad-4,adaxial,14,334.5,351.75,34.16,16.919
COL-0,3,ad-4,adaxial,11,45.25,315.5,-67.38,19.5
COL-0,3,ad-4,adaxial,10,105.5,294.5,24.228,21.932
COL-0,3,ad-4,adaxial,9,129,260.25,-85.135,23.585
COL-0,3,ad-4,adaxial,18,386.25,246.5,59.744,20.839
COL-0,3,ad-4,adaxial,5,473.5,200.75,-82.057,21.708
COL-0,3,ad-4,adaxial,8,177.75,189.25,-43.315,24.052
COL-0,3,ad-4,adaxial,6,339.25,185.75,16.557,19.3
COL-0,3,ad-4,adaxial,7,278.75,170.5,64.592,22.142
COL-0,3,ad-4,adaxial,4,481.75,133.75,-72.3,24.668
COL-0,3,ad-4,adaxial,1,3,84.5,75.964,20.616
COL-0,3,ad-4,adaxial,2,226.25,82.75,78.179,21.966
COL-0,3,ad-4,adaxial,3,300.25,67,-72.646,25.145
COL-0,3,ad-4,adaxial,19,134.75,24,85.711,20.056
COL-0,3,ad-4,adaxial,20,228.25,8,-47.816,21.593
COL-0,4,ad-4,adaxial,23,456.5,510.5,0,1
COL-0,4,ad-4,adaxial,22,56.5,502.5,-50.906,20.616
COL-0,4,ad-4,adaxial,20,118,449.25,-59.265,21.523
COL-0,4,ad-4,adaxial,19,188.75,444.5,17.969,19.449
COL-0,4,ad-4,adaxial,16,283,429.25,-37.476,18.901
COL-0,4,ad-4,adaxial,17,348,425.5,-45,25.456
COL-0,4,ad-4,adaxial,18,464.25,406,62.403,24.824
COL-0,4,ad-4,adaxial,21,1,400.25,26.565,1.118
COL-0,4,ad-4,adaxial,15,339.5,373.75,-61.928,25.5
COL-0,4,ad-4,adaxial,13,150.25,337.25,17.592,21.506
COL-0,4,ad-4,adaxial,14,41.75,318.5,64.592,22.142
COL-0,4,ad-4,adaxial,12,373.25,269.75,-46.591,25.466
COL-0,4,ad-4,adaxial,11,238.75,244.5,63.435,21.243
COL-0,4,ad-4,adaxial,4,56,240.75,26.565,23.479
COL-0,4,ad-4,adaxial,3,85.75,230.75,-60.422,21.272
COL-0,4,ad-4,adaxial,10,269.75,212.75,-12.426,30.208
COL-0,4,ad-4,adaxial,9,416.25,186,85.914,21.054
COL-0,4,ad-4,adaxial,2,119.5,163,-66.501,25.08
COL-0,4,ad-4,adaxial,8,482.25,161.25,-86.009,21.552
COL-0,4,ad-4,adaxial,7,437,120,-87.397,22.023
COL-0,4,ad-4,adaxial,5,341.5,79.5,67.62,18.385
COL-0,4,ad-4,adaxial,6,317.25,65.25,20.376,18.668
COL-0,4,ad-4,adaxial,1,177.75,17.5,54.605,23.308
COL-0 #2,1,ab-1,abaxial,25,8,488.25,74.407,22.322
COL-0 #2,1,ab-1,abaxial,22,442.75,478.75,-32.125,25.387
COL-0 #2,1,ab-1,abaxial,21,412,451.5,61.189,22.825
COL-0 #2,1,ab-1,abaxial,23,241.5,436,49.399,18.439
COL-0 #2,1,ab-1,abaxial,24,212.5,421.5,87.274,21.024
COL-0 #2,1,ab-1,abaxial,26,265,381.5,-57.724,22.472
COL-0 #2,1,ab-1,abaxial,27,158.75,373.5,85.914,21.054
COL-0 #2,1,ab-1,abaxial,28,69.75,363.5,-57.995,23.585
COL-0 #2,1,ab-1,abaxial,20,445,358,-40.101,24.839
COL-0 #2,1,ab-1,abaxial,18,48.5,340.25,-90,23.5
COL-0 #2,1,ab-1,abaxial,19,384.25,312.75,-10.84,23.927
COL-0 #2,1,ab-1,abaxial,17,301.75,256.75,-15.018,21.225
COL-0 #2,1,ab-1,abaxial,16,329,241.25,-60.573,22.389
COL-0 #2,1,ab-1,abaxial,14,501.75,205,47.816,21.593
COL-0 #2,1,ab-1,abaxial,6,37.75,191.25,-25.974,21.691
COL-0 #2,1,ab-1,abaxial,15,511,183.75,90,0.5
COL-0 #2,1,ab-1,abaxial,7,96.75,181,67.964,22.655
COL-0 #2,1,ab-1,abaxial,5,92.25,149.75,-56.634,24.546
COL-0 #2,1,ab-1,abaxial,8,296,146,5.44,21.095
COL-0 #2,1,ab-1,abaxial,9,324.75,139.75,37.147,20.7
COL-0 #2,1,ab-1,abaxial,4,159.5,109.25,-47.291,26.538
COL-0 #2,1,ab-1,abaxial,3,166.5,73.25,53.393,21.8
COL-0 #2,1,ab-1,abaxial,10,394.25,49.75,17.592,21.506
COL-0 #2,1,ab-1,abaxial,13,496.25,39.5,-61.074,21.708
COL-0 #2,1,ab-1,abaxial,2,240.75,21.75,-59.826,24.87
COL-0 #2,1,ab-1,abaxial,1,153.25,15,-5.315,21.593
COL-0 #2,1,ab-1,abaxial,12,472,8.5,59.534,19.723
COL-0 #2,1,ab-1,abaxial,11,383.75,2,11.592,19.906
COL-0 #2,2,ab-1,abaxial,35,334.25,510.5,0,0.5
COL-0 #2,2,ab-1,abaxial,32,318.5,479.25,-85.135,23.585
COL-0 #2,2,ab-1,abaxial,34,454.25,459.5,-73.301,26.101
COL-0 #2,2,ab-1,abaxial,33,217,454.75,-73.202,27.681
COL-0 #2,2,ab-1,abaxial,22,75.25,423.25,-20.095,21.829
COL-0 #2,2,ab-1,abaxial,26,350.5,421.5,-12.265,23.537
COL-0 #2,2,ab-1,abaxial,23,202.5,395.75,-73.413,24.52
COL-0 #2,2,ab-1,abaxial,25,336.75,392.5,-60.101,23.071
COL-0 #2,2,ab-1,abaxial,31,497,389,46.736,23.345
COL-0 #2,2,ab-1,abaxial,24,221,384.75,67.011,17.923
COL-0 #2,2,ab-1,abaxial,29,443.75,376.25,-88.363,17.507
COL-0 #2,2,ab-1,abaxial,21,103,356.25,-81.085,25.812
COL-0 #2,2,ab-1,abaxial,28,441,351.5,72.35,23.087
COL-0 #2,2,ab-1,abaxial,27,381.5,349.5,-69.444,25.632
COL-0 #2,2,ab-1,abaxial,30,503.25,339.75,-39.644,22.727
COL-0 #2,2,ab-1,abaxial,19,127.25,289,-47.49,24.418
COL-0 #2,2,ab-1,abaxial,17,83.25,262,18.853,21.662
COL-0 #2,2,ab-1,abaxial,18,169.25,257.75,-64.983,24.829
COL-0 #2,2,ab-1,abaxial,20,373,249.75,66.297,22.389
COL-0 #2,2,ab-1,abaxial,5,0.25,227.25,-45,0.707
COL-0 #2,2,ab-1,abaxial,16,372.25,213.5,29.745,28.218
COL-0 #2,2,ab-1,abaxial,9,185,184.75,-48.122,19.474
COL-0 #2,2,ab-1,abaxial,10,231.5,173.25,-49.399,23.049
COL-0 #2,2,ab-1,abaxial,15,443,166.5,-85.601,26.077
COL-0 #2,2,ab-1,abaxial,8,201.75,161,47.816,21.593
COL-0 #2,2,ab-1,abaxial,4,87,145.25,-84.685,21.593
COL-0 #2,2,ab-1,abaxial,14,409.25,120,54.293,19.704
COL-0 #2,2,ab-1,abaxial,3,75,112.75,16.699,26.101
COL-0 #2,2,ab-1,abaxial,2,2,76.75,-26.565,1.118
COL-0 #2,2,ab-1,abaxial,7,248,76.5,74.932,26.926
COL-0 #2,2,ab-1,abaxial,11,303.75,56,7.943,21.708
COL-0 #2,2,ab-1,abaxial,13,427,44.5,-87.397,22.023
COL-0 #2,2,ab-1,abaxial,6,217.25,38.5,-26.053,25.045
COL-0 #2,2,ab-1,abaxial,12,389.75,28.5,-71.222,26.405
COL-0 #2,2,ab-1,abaxial,1,3.25,6,-33.69,1.803
COL-0 #2,3,ab-1,abaxial,25,222.25,495.5,32.152,20.67
COL-0 #2,3,ab-1,abaxial,26,101.5,492.75,107.103,20.402
COL-0 #2,3,ab-1,abaxial,27,447.5,481.5,-56.976,23.854
COL-0 #2,3,ab-1,abaxial,24,297,462.75,-71.147,21.662
COL-0 #2,3,ab-1,abaxial,28,477,431.5,92.862,20.025
COL-0 #2,3,ab-1,abaxial,23,153.5,430.25,47.911,20.887
COL-0 #2,3,ab-1,abaxial,22,65.5,428,72.35,23.087
COL-0 #2,3,ab-1,abaxial,31,379.75,415.75,-36.119,22.902
COL-0 #2,3,ab-1,abaxial,21,0.5,387.25,-56.31,1.803
COL-0 #2,3,ab-1,abaxial,32,260,360.5,-32.905,20.248
COL-0 #2,3,ab-1,abaxial,29,496.5,348.25,-44.193,25.105
COL-0 #2,3,ab-1,abaxial,18,249.5,330.75,90,22.5
COL-0 #2,3,ab-1,abaxial,30,450,321.75,-11.56,22.456
COL-0 #2,3,ab-1,abaxial,20,11.25,311.75,-53.881,22.902
COL-0 #2,3,ab-1,abaxial,19,58,310,-65.772,21.932
COL-0 #2,3,ab-1,abaxial,17,174.75,296.5,-67.964,22.655
COL-0 #2,3,ab-1,abaxial,16,145.75,277.25,-51.52,24.91
COL-0 #2,3,ab-1,abaxial,15,261.25,228.5,30.343,23.754
COL-0 #2,3,ab-1,abaxial,12,379.75,191,-73.54,22.94
COL-0 #2,3,ab-1,abaxial,11,261.75,180.25,-64.026,21.691
COL-0 #2,3,ab-1,abaxial,13,395.25,170.75,74.249,20.261
COL-0 #2,3,ab-1,abaxial,14,119.25,169.75,-30.53,22.638
COL-0 #2,3,ab-1,abaxial,10,270,150.25,-7.496,19.164
COL-0 #2,3,ab-1,abaxial,2,4.25,119.25,18.435,1.581
COL-0 #2,3,ab-1,abaxial,8,501,112.75,-59.657,23.754
COL-0 #2,3,ab-1,abaxial,9,279,89.5,46.975,20.518
COL-0 #2,3,ab-1,abaxial,7,477.5,86.75,-60.255,20.156
COL-0 #2,3,ab-1,abaxial,3,104,70.5,-61.189,22.825
COL-0 #2,3,ab-1,abaxial,6,408,19,83.991,19.105
COL-0 #2,3,ab-1,abaxial,1,11.5,13.5,-29.055,20.591
COL-0 #2,3,ab-1,abaxial,5,247,7.75,-49.686,21.639
COL-0 #2,3,ab-1,abaxial,4,207.25,6,75.964,2.062
COL-0 #2,4,ab-1,abaxial,23,79.25,496.75,-40.236,25.544
COL-0 #2,4,ab-1,abaxial,24,337.5,494.75,-5.711,25.125
COL-0 #2,4,ab-1,abaxial,22,188.5,490.25,61.607,21.03
COL-0 #2,4,ab-1,abaxial,25,417,490,87.51,23.022
COL-0 #2,4,ab-1,abaxial,21,225.5,446.75,-22.782,27.115
COL-0 #2,4,ab-1,abaxial,20,234.75,412.75,45,20.506
COL-0 #2,4,ab-1,abaxial,26,463.75,383.75,16.821,22.461
COL-0 #2,4,ab-1,abaxial,27,441,358.25,27.699,22.589
COL-0 #2,4,ab-1,abaxial,19,75.5,351,-59.931,21.954
COL-0 #2,4,ab-1,abaxial,18,58.25,328.5,-16.314,21.36
COL-0 #2,4,ab-1,abaxial,17,365.25,296,32.381,24.274
COL-0 #2,4,ab-1,abaxial,16,220.5,272.25,-29.604,25.303
COL-0 #2,4,ab-1,abaxial,15,173,272.25,44.091,22.277
COL-0 #2,4,ab-1,abaxial,14,31.5,247,-43.264,23.345
COL-0 #2,4,ab-1,abaxial,12,485.25,237,76.551,23.648
COL-0 #2,4,ab-1,abaxial,13,321.25,208.25,-68.962,20.893
COL-0 #2,4,ab-1,abaxial,11,482,197.5,64.537,23.259
COL-0 #2,4,ab-1,abaxial,6,317.25,178.25,-5.826,24.627
COL-0 #2,4,ab-1,abaxial,10,479.5,174.5,-14.621,23.77
COL-0 #2,4,ab-1,abaxial,5,274.25,142.5,-73.54,22.94
COL-0 #2,4,ab-1,abaxial,4,216,138.75,-18.825,23.243
COL-0 #2,4,ab-1,abaxial,2,79.25,138.5,-45.971,20.863
COL-0 #2,4,ab-1,abaxial,7,410.75,118.5,-57.265,24.965
COL-0 #2,4,ab-1,abaxial,3,146.5,116.25,-92.545,22.522
COL-0 #2,4,ab-1,abaxial,1,186.25,21.25,24.864,22.594
COL-0 #2,4,ab-1,abaxial,9,451.5,9.25,-59.265,21.523
COL-0 #2,4,ab-1,abaxial,8,409.25,9,-42.58,25.125
COL-0 #2,5,ab-1,abaxial,24,395.75,490.25,28.009,26.618
COL-0 #2,5,ab-1,abaxial,23,146,465.75,42.647,25.831
COL-0 #2,5,ab-1,abaxial,25,430.25,464.25,49.764,25.544
COL-0 #2,5,ab-1,abaxial,22,113.75,415.25,82.476,26.73
COL-0 #2,5,ab-1,abaxial,16,474,399.75,52.028,26.005
COL-0 #2,5,ab-1,abaxial,18,321.5,389.25,1.102,26.005
COL-0 #2,5,ab-1,abaxial,17,358.5,365.25,20.283,24.52
COL-0 #2,5,ab-1,abaxial,21,232,359,21.801,21.541
COL-0 #2,5,ab-1,abaxial,15,483.25,354.25,81.529,23.759
COL-0 #2,5,ab-1,abaxial,19,243.25,325,114.538,25.283
COL-0 #2,5,ab-1,abaxial,14,358.25,289.5,22.714,23.308
COL-0 #2,5,ab-1,abaxial,13,323,256,-113.499,25.08
COL-0 #2,5,ab-1,abaxial,20,227.75,247.25,123.366,24.546
COL-0 #2,5,ab-1,abaxial,29,1.5,228.75,26.565,1.118
COL-0 #2,5,ab-1,abaxial,12,510,216.25,26.565,1.118
COL-0 #2,5,ab-1,abaxial,28,80.25,199.5,37.747,19.602
COL-0 #2,5,ab-1,abaxial,11,490.75,189.5,-172.725,23.691
COL-0 #2,5,ab-1,abaxial,27,64.5,178.75,1.507,19.007
COL-0 #2,5,ab-1,abaxial,26,52,150.75,30.411,26.669
COL-0 #2,5,ab-1,abaxial,7,283.75,134.75,-97.306,19.66
COL-0 #2,5,ab-1,abaxial,8,451.75,131.25,39.958,24.135
COL-0 #2,5,ab-1,abaxial,5,269.5,87,25.463,23.259
COL-0 #2,5,ab-1,abaxial,4,156.25,86.25,-59.036,20.408
COL-0 #2,5,ab-1,abaxial,1,45.75,78.25,-74.249,20.261
COL-0 #2,5,ab-1,abaxial,6,319,77.75,57.031,22.051
COL-0 #2,5,ab-1,abaxial,2,78.75,72.75,74.745,28.504
COL-0 #2,5,ab-1,abaxial,3,146.25,51.75,16.39,26.58
COL-0 #2,5,ab-1,abaxial,9,466.25,42.5,38.234,21.006
COL-0 #2,5,ab-1,abaxial,10,482.75,19,37.569,24.602
COL-0 #2,1,ab-2,abaxial,19,454.75,470,47.353,25.831
COL-0 #2,1,ab-2,abaxial,17,16,462,23.199,22.847
COL-0 #2,1,ab-2,abaxial,16,360.5,446.75,-58.392,22.897
COL-0 #2,1,ab-2,abaxial,18,134.75,438.5,24.305,17.007
COL-0 #2,1,ab-2,abaxial,13,146.75,408.5,-37.569,24.602
COL-0 #2,1,ab-2,abaxial,15,331.5,407.25,-75.677,24.254
COL-0 #2,1,ab-2,abaxial,14,310.75,391.75,1.469,19.506
COL-0 #2,1,ab-2,abaxial,12,71.5,372,-69.146,22.472
COL-0 #2,1,ab-2,abaxial,22,471.25,308.25,-41.309,21.966
COL-0 #2,1,ab-2,abaxial,11,247,288.5,-74.745,22.804
COL-0 #2,1,ab-2,abaxial,20,415.25,279.25,13.173,24.135
COL-0 #2,1,ab-2,abaxial,21,456.5,274.25,90,22.5
COL-0 #2,1,ab-2,abaxial,10,222.75,226.75,-78.179,21.966
COL-0 #2,1,ab-2,abaxial,9,309,203,-53.13,20
COL-0 #2,1,ab-2,abaxial,3,102.25,155.75,-78.69,22.946
COL-0 #2,1,ab-2,abaxial,4,181.75,148.5,-45.971,20.863
COL-0 #2,1,ab-2,abaxial,8,374.25,136.5,-45.971,20.863
COL-0 #2,1,ab-2,abaxial,5,302,114.25,-84.92,22.589
COL-0 #2,1,ab-2,abaxial,7,494.25,86.75,-62.879,23.033
COL-0 #2,1,ab-2,abaxial,2,4.25,57.25,-18.435,1.581
COL-0 #2,1,ab-2,abaxial,6,353.25,25.25,33.366,24.546
COL-0 #2,1,ab-2,abaxial,1,195.75,18.75,-61.699,22.147
COL-0 #2,2,ab-2,abaxial,29,332.5,507,-45,1.414
COL-0 #2,2,ab-2,abaxial,28,440.5,485.5,33.69,21.633
COL-0 #2,2,ab-2,abaxial,25,158.5,472.25,61.607,21.03
COL-0 #2,2,ab-2,abaxial,27,431.25,454.5,64.722,19.906
COL-0 #2,2,ab-2,abaxial,26,325.5,440.75,-57.031,22.051
COL-0 #2,2,ab-2,abaxial,24,33.25,434.5,-35.096,22.611
COL-0 #2,2,ab-2,abaxial,23,48.75,405.75,53.427,19.3
COL-0 #2,2,ab-2,abaxial,21,376.5,378.75,-9.462,27.372
COL-0 #2,2,ab-2,abaxial,22,155.5,341.25,12.907,24.622
COL-0 #2,2,ab-2,abaxial,20,510.5,308.75,-26.565,1.118
COL-0 #2,2,ab-2,abaxial,13,29.25,298.75,84.174,24.627
COL-0 #2,2,ab-2,abaxial,17,210,281,-38.29,24.207
COL-0 #2,2,ab-2,abaxial,19,498.75,276.75,29.291,23.505
COL-0 #2,2,ab-2,abaxial,16,261.25,259.25,-6.072,23.633
COL-0 #2,2,ab-2,abaxial,12,65.5,240.5,-41.186,21.26
COL-0 #2,2,ab-2,abaxial,14,217.5,230.75,-85.135,23.585
COL-0 #2,2,ab-2,abaxial,18,367.75,221.75,31.866,21.783
COL-0 #2,2,ab-2,abaxial,15,250,209.75,44.029,20.863
COL-0 #2,2,ab-2,abaxial,11,68.75,193.75,-23.199,26.655
COL-0 #2,2,ab-2,abaxial,10,505.25,157.5,0,1.5
COL-0 #2,2,ab-2,abaxial,7,298.75,151.25,-22.011,25.348
COL-0 #2,2,ab-2,abaxial,8,351.5,122.25,49.145,24.459
COL-0 #2,2,ab-2,abaxial,9,503.5,99,74.745,22.804
COL-0 #2,2,ab-2,abaxial,1,25.75,91.75,71.565,23.717
COL-0 #2,2,ab-2,abaxial,3,233.75,82,-28.951,26.856
COL-0 #2,2,ab-2,abaxial,6,394,53.5,8.13,21.213
COL-0 #2,2,ab-2,abaxial,2,82,46,45,22.627
COL-0 #2,2,ab-2,abaxial,4,372,31.5,74.745,22.804
COL-0 #2,2,ab-2,abaxial,5,398.5,12.25,21.541,20.427
COL-0 #2,3,ab-2,abaxial,32,345.75,493.75,38.884,19.912
COL-0 #2,3,ab-2,abaxial,30,155.75,478.5,37.972,26.005
COL-0 #2,3,ab-2,abaxial,31,278,459,59.036,23.324
COL-0 #2,3,ab-2,abaxial,29,160.75,439,-12.2,18.927
COL-0 #2,3,ab-2,abaxial,28,11.25,408,-75.324,21.708
COL-0 #2,3,ab-2,abaxial,25,328.25,407,15.593,22.322
COL-0 #2,3,ab-2,abaxial,26,381,392.5,87.397,22.023
COL-0 #2,3,ab-2,abaxial,24,233.5,378,19.983,23.409
COL-0 #2,3,ab-2,abaxial,22,173.75,377,49.844,20.934
COL-0 #2,3,ab-2,abaxial,21,122.75,363.5,45.764,26.519
COL-0 #2,3,ab-2,abaxial,23,220.75,350.5,-12.875,17.951
COL-0 #2,3,ab-2,abaxial,20,62,345.25,51.34,22.411
COL-0 #2,3,ab-2,abaxial,27,446.25,342,64.486,24.377
COL-0 #2,3,ab-2,abaxial,19,105.5,268.75,50.964,23.817
COL-0 #2,3,ab-2,abaxial,18,162.25,268.25,83.928,23.633
COL-0 #2,3,ab-2,abaxial,17,313.75,247.75,55.305,23.717
COL-0 #2,3,ab-2,abaxial,15,499,229.25,85.135,23.585
COL-0 #2,3,ab-2,abaxial,16,361.5,227.25,90,22.5
COL-0 #2,3,ab-2,abaxial,13,212,226.5,45,22.627
COL-0 #2,3,ab-2,abaxial,14,505,192.5,55.62,23.022
COL-0 #2,3,ab-2,abaxial,10,163.25,176,44.061,21.57
COL-0 #2,3,ab-2,abaxial,12,307.25,167.75,62.928,25.269
COL-0 #2,3,ab-2,abaxial,9,30.5,158,-7.765,22.204
COL-0 #2,3,ab-2,abaxial,8,3.25,132,91.245,23.005
COL-0 #2,3,ab-2,abaxial,11,338,120.75,70.427,23.88
COL-0 #2,3,ab-2,abaxial,7,493.25,114.5,24.305,17.007
COL-0 #2,3,ab-2,abaxial,6,492.25,90.5,39.036,23.817
