treatment,leaf_number,image_number,surface,stomata_number,x,y,angle,length
COL-0 HL,2,ab-3,abaxial,10,337.75,55.25,119.055,25.739
COL-0 HL,2,ab-3,abaxial,15,459.25,54.75,101.31,22.946
COL-0 HL,2,ab-3,abaxial,4,136,46.25,122.381,24.274
COL-0 HL,2,ab-3,abaxial,2,37,40.75,102.2,18.927
COL-0 HL,2,ab-3,abaxial,6,174.5,34.25,52.883,23.2
COL-0 HL,2,ab-3,abaxial,7,227.25,33.5,107.354,25.145
COL-0 HL,2,ab-3,abaxial,5,145.75,15,91.193,24.005
COL-0 HL,2,ab-3,abaxial,1,56.25,4,33.69,1.803
COL-0 HL,2,ab-3,abaxial,9,369.25,3.25,45,0.707
COL-0 HL,2,ab-3,abaxial,8,265.25,0,0,1.5
COL-0 HL,3,ab-3,abaxial,77,454,511,0,1
COL-0 HL,3,ab-3,abaxial,78,147.75,511,0,2.5
COL-0 HL,3,ab-3,abaxial,70,85.25,504.5,-28.072,25.5
COL-0 HL,3,ab-3,abaxial,69,0.5,500.75,90,0.5
COL-0 HL,3,ab-3,abaxial,74,422.5,492.25,87.663,24.52
COL-0 HL,3,ab-3,abaxial,75,463,490,135,24.042
COL-0 HL,3,ab-3,abaxial,71,243.5,486.75,56.31,23.436
COL-0 HL,3,ab-3,abaxial,72,273.5,482,99.462,24.331
COL-0 HL,3,ab-3,abaxial,73,357.5,481.25,-1.146,25.005
COL-0 HL,3,ab-3,abaxial,76,459.75,451.25,51.911,23.505
COL-0 HL,3,ab-3,abaxial,53,447.75,411.5,93.731,23.049
COL-0 HL,3,ab-3,abaxial,66,86,409.75,41.987,20.18
COL-0 HL,3,ab-3,abaxial,55,331.75,406,77.905,21.477
COL-0 HL,3,ab-3,abaxial,59,222,398.75,85.515,25.578
COL-0 HL,3,ab-3,abaxial,60,172,394.25,7.496,19.164
COL-0 HL,3,ab-3,abaxial,54,350.75,389,38.66,22.411
COL-0 HL,3,ab-3,abaxial,56,292.25,386.5,16.314,21.36
COL-0 HL,3,ab-3,abaxial,61,156,385.75,10.125,14.221
COL-0 HL,3,ab-3,abaxial,65,73.75,385.75,66.801,26.655
COL-0 HL,3,ab-3,abaxial,57,272,381.5,147.995,18.868
COL-0 HL,3,ab-3,abaxial,52,457.75,376,-60.101,23.071
COL-0 HL,3,ab-3,abaxial,58,223.75,367,34.33,24.824
COL-0 HL,3,ab-3,abaxial,51,406.5,364.75,-11.004,18.337
COL-0 HL,3,ab-3,abaxial,50,382.5,357.25,57.619,24.274
COL-0 HL,3,ab-3,abaxial,64,92.75,351.75,48.094,26.201
COL-0 HL,3,ab-3,abaxial,62,163.25,342.75,96.953,20.652
COL-0 HL,3,ab-3,abaxial,67,41.5,336.25,151.074,21.708
COL-0 HL,3,ab-3,abaxial,49,321.5,325.75,72.719,23.564
COL-0 HL,3,ab-3,abaxial,68,59,324.25,79.919,22.853
COL-0 HL,3,ab-3,abaxial,63,139.75,323.25,126.634,24.3
COL-0 HL,3,ab-3,abaxial,43,368.75,309.25,50.356,22.727
COL-0 HL,3,ab-3,abaxial,48,250.75,308.75,66.448,21.272
COL-0 HL,3,ab-3,abaxial,44,499,301.25,142.001,20.304
COL-0 HL,3,ab-3,abaxial,47,179.25,300.5,17.103,20.402
COL-0 HL,3,ab-3,abaxial,34,76.75,292,63.435,23.479
COL-0 HL,3,ab-3,abaxial,42,381.25,280.75,105.018,21.225
COL-0 HL,3,ab-3,abaxial,46,150,278.75,64.058,20.573
COL-0 HL,3,ab-3,abaxial,45,510.5,271.5,90,1
COL-0 HL,3,ab-3,abaxial,40,313.75,261.75,76.827,24.135
COL-0 HL,3,ab-3,abaxial,35,158,257.25,31.701,19.981
COL-0 HL,3,ab-3,abaxial,39,274,239,117.759,21.471
COL-0 HL,3,ab-3,abaxial,33,12.75,233.5,64.592,22.142
COL-0 HL,3,ab-3,abaxial,41,327.25,232,95.947,24.13
COL-0 HL,3,ab-3,abaxial,37,207.5,228.5,81.87,14.142
COL-0 HL,3,ab-3,abaxial,36,196,223.5,93.366,17.029
COL-0 HL,3,ab-3,abaxial,20,485.75,220.25,94.185,20.555
COL-0 HL,3,ab-3,abaxial,38,266,216.75,133.452,13.086
COL-0 HL,3,ab-3,abaxial,19,449.5,210.25,23.025,21.731
COL-0 HL,3,ab-3,abaxial,32,9,195.5,0,1
COL-0 HL,3,ab-3,abaxial,18,390.5,192.5,30.466,19.723
COL-0 HL,3,ab-3,abaxial,26,193.75,189,-5.315,21.593
COL-0 HL,3,ab-3,abaxial,27,170.5,175,-41.186,21.26
COL-0 HL,3,ab-3,abaxial,28,129.5,175,-30.069,21.954
COL-0 HL,3,ab-3,abaxial,25,262.25,163,-13.707,21.101
COL-0 HL,3,ab-3,abaxial,17,393.25,160.25,36.119,22.902
COL-0 HL,3,ab-3,abaxial,16,461.25,159.25,29.291,23.505
COL-0 HL,3,ab-3,abaxial,31,0.25,133.25,135,0.707
COL-0 HL,3,ab-3,abaxial,23,325,130,56.31,21.633
COL-0 HL,3,ab-3,abaxial,14,435.5,126.75,84.56,10.548
COL-0 HL,3,ab-3,abaxial,30,52.5,126.5,70.017,23.409
COL-0 HL,3,ab-3,abaxial,29,112.75,120.75,61.858,24.382
COL-0 HL,3,ab-3,abaxial,15,421.5,113,35.838,22.204
COL-0 HL,3,ab-3,abaxial,24,247,99.5,80.538,24.331
COL-0 HL,3,ab-3,abaxial,22,324.5,98.25,81.674,20.718
COL-0 HL,3,ab-3,abaxial,13,485.75,97.75,50.356,22.727
COL-0 HL,3,ab-3,abaxial,21,342.5,83.5,42.51,16.279
COL-0 HL,3,ab-3,abaxial,7,236.5,52.5,48.814,21.26
COL-0 HL,3,ab-3,abaxial,3,51.5,52.25,73.413,24.52
COL-0 HL,3,ab-3,abaxial,4,113,48.75,62.784,19.679
COL-0 HL,3,ab-3,abaxial,6,167.5,45,74.055,21.84
COL-0 HL,3,ab-3,abaxial,2,70.75,30.25,60.068,19.039
COL-0 HL,3,ab-3,abaxial,12,488.75,22.25,-50.711,21.319
COL-0 HL,3,ab-3,abaxial,9,346.25,21.75,22.891,24.423
COL-0 HL,3,ab-3,abaxial,8,252.5,18.25,39.806,19.526
COL-0 HL,3,ab-3,abaxial,11,465,6,-90,1
COL-0 HL,3,ab-3,abaxial,5,150.25,6,-80.538,3.041
COL-0 HL,3,ab-3,abaxial,10,406.25,4.5,-33.69,1.803
COL-0 HL,3,ab-3,abaxial,1,20.75,2.75,-45,2.121
COL-0 HL,4,ab-3,abaxial,57,165.5,510.25,90,0.5
COL-0 HL,4,ab-3,abaxial,56,212,508.75,90,1.5
COL-0 HL,4,ab-3,abaxial,60,375.5,501.75,36.327,21.101
COL-0 HL,4,ab-3,abaxial,59,344.5,497.25,92.246,25.52
COL-0 HL,4,ab-3,abaxial,58,310.25,488.5,86.698,26.043
COL-0 HL,4,ab-3,abaxial,49,45.25,486.75,105.461,24.382
COL-0 HL,4,ab-3,abaxial,50,115.25,476.75,109.231,22.771
COL-0 HL,4,ab-3,abaxial,55,224.5,469.75,36.87,22.5
COL-0 HL,4,ab-3,abaxial,54,197.75,461,86.566,25.045
COL-0 HL,4,ab-3,abaxial,53,163.25,459.75,53.881,22.902
COL-0 HL,4,ab-3,abaxial,51,112.25,447.25,101.31,22.946
COL-0 HL,4,ab-3,abaxial,48,44.75,444.25,121.373,24.01
COL-0 HL,4,ab-3,abaxial,44,318,423.25,138.814,26.575
COL-0 HL,4,ab-3,abaxial,45,353.75,412.5,30.343,23.754
COL-0 HL,4,ab-3,abaxial,52,101.5,410,126.87,20
COL-0 HL,4,ab-3,abaxial,42,154,395.25,100.539,21.869
COL-0 HL,4,ab-3,abaxial,46,426,394.25,71.241,27.987
COL-0 HL,4,ab-3,abaxial,47,482.5,391.5,-60.524,26.42
COL-0 HL,4,ab-3,abaxial,43,215.5,386,138.366,24.083
COL-0 HL,4,ab-3,abaxial,39,191.75,360.25,140.356,22.727
COL-0 HL,4,ab-3,abaxial,38,279.5,351.5,94.764,24.083
COL-0 HL,4,ab-3,abaxial,35,454.5,343,90,25
COL-0 HL,4,ab-3,abaxial,36,329.5,335.5,74.055,21.84
COL-0 HL,4,ab-3,abaxial,41,138.75,323.25,131.309,21.966
COL-0 HL,4,ab-3,abaxial,34,382.75,313.25,6.072,23.633
COL-0 HL,4,ab-3,abaxial,40,164,303,85.03,23.087
COL-0 HL,4,ab-3,abaxial,37,309.25,302.25,112.891,24.423
COL-0 HL,4,ab-3,abaxial,33,353.5,296,124.992,24.413
COL-0 HL,4,ab-3,abaxial,30,302,273.25,143.13,22.5
COL-0 HL,4,ab-3,abaxial,25,31,269.5,138.814,21.26
COL-0 HL,4,ab-3,abaxial,27,125.25,261.75,48.691,21.966
COL-0 HL,4,ab-3,abaxial,28,172.5,253.5,57.724,22.472
COL-0 HL,4,ab-3,abaxial,26,96.75,248.75,126.119,22.902
COL-0 HL,4,ab-3,abaxial,31,350,245.75,50.964,23.817
COL-0 HL,4,ab-3,abaxial,32,497.75,242,126.327,21.101
COL-0 HL,4,ab-3,abaxial,23,15.75,234.25,3.366,25.544
COL-0 HL,4,ab-3,abaxial,24,74.75,228,137.42,25.125
COL-0 HL,4,ab-3,abaxial,29,170.25,226.25,159.305,24.052
COL-0 HL,4,ab-3,abaxial,15,371.25,180.75,86.348,23.548
COL-0 HL,4,ab-3,abaxial,14,444.75,173.25,91.332,21.506
COL-0 HL,4,ab-3,abaxial,19,212.25,161.5,125.942,24.703
COL-0 HL,4,ab-3,abaxial,21,19.5,142.25,92.246,25.52
COL-0 HL,4,ab-3,abaxial,13,450.5,141,168.232,24.515
COL-0 HL,4,ab-3,abaxial,20,112.75,134.25,100.84,23.927
COL-0 HL,4,ab-3,abaxial,16,351.75,123.25,146.634,24.546
COL-0 HL,4,ab-3,abaxial,18,218,121,83.157,25.179
COL-0 HL,4,ab-3,abaxial,22,0,100.5,90,1
COL-0 HL,4,ab-3,abaxial,12,448.75,95,137.291,26.538
COL-0 HL,4,ab-3,abaxial,3,66.5,95,97.431,23.195
COL-0 HL,4,ab-3,abaxial,17,328.5,94.25,148.815,22.209
COL-0 HL,4,ab-3,abaxial,4,118.25,94,95.711,25.125
COL-0 HL,4,ab-3,abaxial,8,255,74.25,131.348,16.651
COL-0 HL,4,ab-3,abaxial,11,475,64.75,113.962,24.622
COL-0 HL,4,ab-3,abaxial,2,25.75,58.5,94.514,19.059
COL-0 HL,4,ab-3,abaxial,7,237.5,55.25,54.904,22.611
COL-0 HL,4,ab-3,abaxial,5,158,49.25,121.159,25.125
COL-0 HL,4,ab-3,abaxial,9,332,45.25,33.341,22.743
COL-0 HL,4,ab-3,abaxial,10,365.25,34.75,95.013,28.609
COL-0 HL,4,ab-3,abaxial,1,22.75,34.25,86.186,22.55
COL-0 HL,4,ab-3,abaxial,6,239.25,15.25,133.315,24.052
COL-0 HL,1,ab-4,abaxial,77,459.5,511,0,1
COL-0 HL,1,ab-4,abaxial,80,88.5,500.25,-95.315,21.593
COL-0 HL,1,ab-4,abaxial,81,50,495,29.055,20.591
COL-0 HL,1,ab-4,abaxial,73,405.25,494.25,3.991,21.552
COL-0 HL,1,ab-4,abaxial,75,479.75,486.5,44.119,22.984
COL-0 HL,1,ab-4,abaxial,79,153.75,485.5,36.193,25.402
COL-0 HL,1,ab-4,abaxial,78,218,482.25,53.807,25.402
COL-0 HL,1,ab-4,abaxial,74,454.75,470.25,57.529,19.558
COL-0 HL,1,ab-4,abaxial,69,290.25,468.5,27.216,19.679
COL-0 HL,1,ab-4,abaxial,68,267.5,465,-2.603,22.023
COL-0 HL,1,ab-4,abaxial,70,346.75,457,33.69,27.042
COL-0 HL,1,ab-4,abaxial,72,398.75,448.5,49.268,23.754
COL-0 HL,1,ab-4,abaxial,65,154.25,446.25,40.764,19.144
COL-0 HL,1,ab-4,abaxial,76,509.5,440.25,-36.87,2.5
COL-0 HL,1,ab-4,abaxial,67,261.75,438.75,41.309,21.966
COL-0 HL,1,ab-4,abaxial,66,188.5,428.25,124.439,21.219
COL-0 HL,1,ab-4,abaxial,71,367.25,413,5.08,22.589
COL-0 HL,1,ab-4,abaxial,64,123.25,410.75,71.565,23.717
COL-0 HL,1,ab-4,abaxial,63,10.5,408,11.31,20.396
COL-0 HL,1,ab-4,abaxial,61,507.25,382.25,69.905,21.829
COL-0 HL,1,ab-4,abaxial,60,477,378.5,110.225,20.248
COL-0 HL,1,ab-4,abaxial,45,150.5,366.75,-26.565,19.007
COL-0 HL,1,ab-4,abaxial,55,373.25,360,32.829,18.446
COL-0 HL,1,ab-4,abaxial,59,434,358.25,51.34,22.411
COL-0 HL,1,ab-4,abaxial,58,216.25,353.75,-151.26,17.678
COL-0 HL,1,ab-4,abaxial,44,91.5,347,-18.435,18.974
COL-0 HL,1,ab-4,abaxial,54,400.75,345.5,134.091,22.277
COL-0 HL,1,ab-4,abaxial,57,236.75,345.5,155.433,19.242
COL-0 HL,1,ab-4,abaxial,46,176.75,344.5,112.443,24.885
COL-0 HL,1,ab-4,abaxial,43,57.5,335.25,22.443,24.885
COL-0 HL,1,ab-4,abaxial,56,318.75,327.25,82.304,18.668
COL-0 HL,1,ab-4,abaxial,47,188.25,310.25,91.219,23.505
COL-0 HL,1,ab-4,abaxial,51,321.5,303,67.166,20.616
COL-0 HL,1,ab-4,abaxial,53,395.5,293.25,119.427,22.389
COL-0 HL,1,ab-4,abaxial,42,68.25,288,-8.326,20.718
COL-0 HL,1,ab-4,abaxial,52,338.5,275.25,69.59,22.94
COL-0 HL,1,ab-4,abaxial,62,464.5,273.5,98.973,19.235
COL-0 HL,1,ab-4,abaxial,48,148.75,272.75,53.366,24.3
COL-0 HL,1,ab-4,abaxial,50,273.5,265.75,87.207,20.524
COL-0 HL,1,ab-4,abaxial,49,245.75,262.75,65.136,22.594
COL-0 HL,1,ab-4,abaxial,41,73.5,249.75,40.156,20.934
COL-0 HL,1,ab-4,abaxial,23,382.75,245.5,70.145,19.138
COL-0 HL,1,ab-4,abaxial,19,471,244.75,45.939,21.57
COL-0 HL,1,ab-4,abaxial,35,113.25,220.75,124.046,22.327
COL-0 HL,1,ab-4,abaxial,33,243.5,212.5,54.782,20.809
COL-0 HL,1,ab-4,abaxial,18,510.5,209.25,-90,0.5
COL-0 HL,1,ab-4,abaxial,22,336.5,202.5,130.914,19.849
COL-0 HL,1,ab-4,abaxial,24,316,191.75,143.13,22.5
COL-0 HL,1,ab-4,abaxial,39,55.75,189.5,108.004,21.03
COL-0 HL,1,ab-4,abaxial,34,277.25,188,-27.096,24.151
COL-0 HL,1,ab-4,abaxial,37,43.25,156.75,100.176,19.812
COL-0 HL,1,ab-4,abaxial,32,191.5,156,126.254,18.601
COL-0 HL,1,ab-4,abaxial,17,482.25,153.25,-68.499,17.734
COL-0 HL,1,ab-4,abaxial,21,369.75,149.75,153.97,23.927
COL-0 HL,1,ab-4,abaxial,25,287.25,148.75,131.532,23.377
COL-0 HL,1,ab-4,abaxial,16,504.75,144.25,-73.179,22.461
COL-0 HL,1,ab-4,abaxial,38,32.5,141,0,17
COL-0 HL,1,ab-4,abaxial,36,116,135.25,8.366,17.183
COL-0 HL,1,ab-4,abaxial,31,149.75,131.25,110.695,24.052
COL-0 HL,1,ab-4,abaxial,20,384.5,130.5,135,18.385
COL-0 HL,1,ab-4,abaxial,29,206.25,121.25,127.147,20.7
COL-0 HL,1,ab-4,abaxial,15,505,111,-53.746,18.601
COL-0 HL,1,ab-4,abaxial,28,235.75,102.5,12.2,18.927
COL-0 HL,1,ab-4,abaxial,13,450.25,96.75,13.57,14.916
COL-0 HL,1,ab-4,abaxial,30,166.5,93.75,32.574,21.36
COL-0 HL,1,ab-4,abaxial,40,44.25,87.75,86.76,26.542
COL-0 HL,1,ab-4,abaxial,14,470.25,87,2.793,20.524
COL-0 HL,1,ab-4,abaxial,26,285.5,83.75,153.435,23.479
COL-0 HL,1,ab-4,abaxial,12,387.75,70,104.676,21.708
COL-0 HL,1,ab-4,abaxial,27,293.25,55.75,10.713,18.828
COL-0 HL,1,ab-4,abaxial,5,98.25,42.5,0,16.5
COL-0 HL,1,ab-4,abaxial,6,43.25,37.75,93.814,22.55
COL-0 HL,1,ab-4,abaxial,11,372,36.25,56.31,23.436
COL-0 HL,1,ab-4,abaxial,4,118.5,30.25,-36.87,22.5
COL-0 HL,1,ab-4,abaxial,7,253.25,24.75,70.115,24.99
COL-0 HL,1,ab-4,abaxial,1,3.25,11.75,-45,0.707
COL-0 HL,1,ab-4,abaxial,2,91.75,5,63.435,1.118
COL-0 HL,1,ab-4,abaxial,8,349,4.75,14.676,21.708
COL-0 HL,1,ab-4,abaxial,3,148,3.75,-90,1.5
COL-0 HL,1,ab-4,abaxial,10,460.5,3,-45,1.414
COL-0 HL,1,ab-4,abaxial,9,392.75,2,-116.565,1.118
COL-0 HL,2,ab-4,abaxial,55,443.75,510.5,0,0.5
COL-0 HL,2,ab-4,abaxial,57,180,509.75,90,1.5
COL-0 HL,2,ab-4,abaxial,56,296.5,506.25,90,1.5
COL-0 HL,2,ab-4,abaxial,54,455.75,486.25,67.479,22.192
COL-0 HL,2,ab-4,abaxial,64,5.25,483,33.69,1.803
COL-0 HL,2,ab-4,abaxial,58,150,474,92.726,21.024
COL-0 HL,2,ab-4,abaxial,63,59.25,463.25,67.109,24.423
COL-0 HL,2,ab-4,abaxial,48,510.75,462.25,71.565,1.581
COL-0 HL,2,ab-4,abaxial,59,204,459.75,49.399,23.049
COL-0 HL,2,ab-4,abaxial,53,407.75,447.5,34.902,26.215
COL-0 HL,2,ab-4,abaxial,60,135.75,438,34.902,26.215
COL-0 HL,2,ab-4,abaxial,52,325.5,436.5,146.976,23.854
COL-0 HL,2,ab-4,abaxial,62,64.25,432.25,100.408,24.91
COL-0 HL,2,ab-4,abaxial,50,373.75,415.75,61.991,26.618
COL-0 HL,2,ab-4,abaxial,49,430.5,415,37.875,22.804
COL-0 HL,2,ab-4,abaxial,61,183.25,397.75,39.644,22.727
COL-0 HL,2,ab-4,abaxial,51,335,396,51.71,24.207
COL-0 HL,2,ab-4,abaxial,34,158.75,377.75,46.685,24.052
COL-0 HL,2,ab-4,abaxial,33,125.75,346,42.274,22.299
COL-0 HL,2,ab-4,abaxial,47,502,340.25,65.056,23.712
COL-0 HL,2,ab-4,abaxial,35,218.75,331.5,99.462,21.29
COL-0 HL,2,ab-4,abaxial,32,94,321.5,36.87,25
COL-0 HL,2,ab-4,abaxial,42,377.75,314.5,81.703,24.254
COL-0 HL,2,ab-4,abaxial,43,401,307.75,103.707,21.101
COL-0 HL,2,ab-4,abaxial,36,206.5,303.25,32.229,27.189
COL-0 HL,2,ab-4,abaxial,45,476.25,300,116.565,19.007
COL-0 HL,2,ab-4,abaxial,40,274.25,285,121.185,22.209
COL-0 HL,2,ab-4,abaxial,31,109.75,283.75,28.301,22.147
COL-0 HL,2,ab-4,abaxial,41,295.5,274.5,-43.025,20.518
COL-0 HL,2,ab-4,abaxial,46,495.25,273.25,150.422,21.272
COL-0 HL,2,ab-4,abaxial,30,15.5,269.5,83.418,26.173
COL-0 HL,2,ab-4,abaxial,37,223.75,259,88.939,27.005
COL-0 HL,2,ab-4,abaxial,44,427,247.25,139.844,20.934
COL-0 HL,2,ab-4,abaxial,39,264.5,218.5,95.194,22.091
COL-0 HL,2,ab-4,abaxial,38,89,215.25,54.904,22.611
COL-0 HL,2,ab-4,abaxial,22,446.5,207.25,77.989,24.026
COL-0 HL,2,ab-4,abaxial,29,0.75,205.5,63.435,1.118
COL-0 HL,2,ab-4,abaxial,23,393,196.5,79.695,22.361
COL-0 HL,2,ab-4,abaxial,21,493.75,195.75,-4.399,19.558
COL-0 HL,2,ab-4,abaxial,24,341.25,194.5,86.82,27.042
COL-0 HL,2,ab-4,abaxial,28,64,191,23.962,19.698
COL-0 HL,2,ab-4,abaxial,25,246.5,187,54.782,20.809
COL-0 HL,2,ab-4,abaxial,27,118.25,185.25,39.958,24.135
COL-0 HL,2,ab-4,abaxial,26,229,180.75,65.433,19.242
COL-0 HL,2,ab-4,abaxial,7,127.5,145.5,149.931,21.954
COL-0 HL,2,ab-4,abaxial,18,505.5,132.5,45,1.414
COL-0 HL,2,ab-4,abaxial,20,385.5,128,73.301,20.881
COL-0 HL,2,ab-4,abaxial,19,403,104.5,80.134,23.345
COL-0 HL,2,ab-4,abaxial,10,252.5,100.75,44.236,26.519
COL-0 HL,2,ab-4,abaxial,5,75.75,86.75,74.982,21.225
COL-0 HL,2,ab-4,abaxial,6,18.5,82.5,124.509,19.416
COL-0 HL,2,ab-4,abaxial,17,480,73.75,35.707,19.704
COL-0 HL,2,ab-4,abaxial,11,359.25,69,-14.381,20.131
COL-0 HL,2,ab-4,abaxial,4,149.75,67.75,53.366,24.3
COL-0 HL,2,ab-4,abaxial,9,268.75,65.25,46.591,25.466
COL-0 HL,2,ab-4,abaxial,3,90.25,57.75,72.408,21.506
COL-0 HL,2,ab-4,abaxial,16,487,42.25,-36.327,21.101
COL-0 HL,2,ab-4,abaxial,2,57,36.25,100.305,16.771
COL-0 HL,2,ab-4,abaxial,12,386.5,30.5,24.444,24.166
COL-0 HL,2,ab-4,abaxial,8,226.25,25.75,49.764,25.544
COL-0 HL,2,ab-4,abaxial,1,35.75,20.25,73.887,23.42
COL-0 HL,2,ab-4,abaxial,13,356,11.5,19.29,21.19
COL-0 HL,2,ab-4,abaxial,15,450.5,10.5,98.973,19.235
COL-0 HL,2,ab-4,abaxial,14,253.25,0.5,63.435,1.118
COL-0 HL,3,ab-4,abaxial,70,412,510,90,1
COL-0 HL,3,ab-4,abaxial,69,425.25,496,18.853,21.662
COL-0 HL,3,ab-4,abaxial,71,370.5,493.75,23.025,21.731
COL-0 HL,3,ab-4,abaxial,72,316.25,491.5,19.747,20.718
COL-0 HL,3,ab-4,abaxial,77,138.25,486.75,108.435,23.717
COL-0 HL,3,ab-4,abaxial,73,237.75,483.25,78.179,21.966
COL-0 HL,3,ab-4,abaxial,81,2.25,475.75,-45,0.707
COL-0 HL,3,ab-4,abaxial,76,148.25,466.25,79.287,18.828
COL-0 HL,3,ab-4,abaxial,64,452.5,451,77.196,22.561
COL-0 HL,3,ab-4,abaxial,74,205.75,445.75,-11.976,16.867
COL-0 HL,3,ab-4,abaxial,75,181,436.25,-1.245,23.005
COL-0 HL,3,ab-4,abaxial,79,32.25,427.75,74.982,21.225
COL-0 HL,3,ab-4,abaxial,78,302.5,425.75,61.39,18.795
COL-0 HL,3,ab-4,abaxial,80,0.5,425.75,90,0.5
COL-0 HL,3,ab-4,abaxial,62,492.5,417.75,118.393,21.03
COL-0 HL,3,ab-4,abaxial,63,447.5,417.25,60.573,22.389
COL-0 HL,3,ab-4,abaxial,57,231.75,417.25,50.356,22.727
COL-0 HL,3,ab-4,abaxial,56,1,402,0,1
COL-0 HL,3,ab-4,abaxial,53,105.75,389.5,112.443,24.885
COL-0 HL,3,ab-4,abaxial,65,382.5,384.75,17.199,21.983
COL-0 HL,3,ab-4,abaxial,68,509.25,384,75.964,2.062
COL-0 HL,3,ab-4,abaxial,58,268.75,383.5,46.123,18.035
COL-0 HL,3,ab-4,abaxial,55,34.75,372.75,30.964,20.408
COL-0 HL,3,ab-4,abaxial,82,319,366.25,129.668,26.632
COL-0 HL,3,ab-4,abaxial,66,477,365,28.072,17
COL-0 HL,3,ab-4,abaxial,51,196.5,352.5,45,22.627
COL-0 HL,3,ab-4,abaxial,59,341.75,343.25,124.114,18.722
COL-0 HL,3,ab-4,abaxial,54,147,336.5,76.759,17.464
COL-0 HL,3,ab-4,abaxial,61,467.75,332,57.995,23.585
COL-0 HL,3,ab-4,abaxial,67,509.75,330.25,-71.565,1.581
COL-0 HL,3,ab-4,abaxial,50,236.75,328.5,91.507,19.007
COL-0 HL,3,ab-4,abaxial,60,400.75,322,-101.56,22.456
COL-0 HL,3,ab-4,abaxial,46,1.75,318,38.66,3.202
COL-0 HL,3,ab-4,abaxial,52,70.75,315.75,14.534,13.946
COL-0 HL,3,ab-4,abaxial,49,254.75,311.5,104.036,18.554
COL-0 HL,3,ab-4,abaxial,44,45.75,290.5,63.435,27.951
COL-0 HL,3,ab-4,abaxial,40,99.75,289,65.898,20.815
COL-0 HL,3,ab-4,abaxial,32,440.75,288,33.69,23.436
COL-0 HL,3,ab-4,abaxial,34,348.5,286.25,61.607,21.03
COL-0 HL,3,ab-4,abaxial,48,280,283.25,44.145,23.691
COL-0 HL,3,ab-4,abaxial,39,155.5,271,90,25
COL-0 HL,3,ab-4,abaxial,35,223.25,268.75,160.769,22.771
COL-0 HL,3,ab-4,abaxial,31,428.5,267.75,39.806,19.526
COL-0 HL,3,ab-4,abaxial,47,329.25,263.25,133.091,21.225
COL-0 HL,3,ab-4,abaxial,43,42.5,263.25,69.274,19.78
COL-0 HL,3,ab-4,abaxial,36,207.5,249.25,103.092,22.074
COL-0 HL,3,ab-4,abaxial,45,5,243.25,36.87,2.5
COL-0 HL,3,ab-4,abaxial,33,278.5,238.75,142.524,18.901
COL-0 HL,3,ab-4,abaxial,42,39.25,229.5,12.2,18.927
COL-0 HL,3,ab-4,abaxial,38,137.5,228.25,67.286,23.308
COL-0 HL,3,ab-4,abaxial,41,109,223.75,123.69,19.831
COL-0 HL,3,ab-4,abaxial,13,500.75,214.5,117.597,24.824
COL-0 HL,3,ab-4,abaxial,37,190,208,33.69,25.239
COL-0 HL,3,ab-4,abaxial,30,300.75,203.25,19.231,22.771
COL-0 HL,3,ab-4,abaxial,29,271.5,201,64.654,21.024
COL-0 HL,3,ab-4,abaxial,14,444.5,169.25,57.031,22.051
COL-0 HL,3,ab-4,abaxial,15,409.5,166.25,12.68,20.5
COL-0 HL,3,ab-4,abaxial,28,232,162.5,55.491,19.416
COL-0 HL,3,ab-4,abaxial,12,502.25,151.25,-51.582,18.507
COL-0 HL,3,ab-4,abaxial,27,218.25,147.75,83.047,20.652
COL-0 HL,3,ab-4,abaxial,26,3.75,147.75,-18.435,1.581
COL-0 HL,3,ab-4,abaxial,11,460,145.75,23.429,16.348
COL-0 HL,3,ab-4,abaxial,10,423.75,111.75,24.864,22.594
COL-0 HL,3,ab-4,abaxial,18,293,107.25,77.471,23.049
COL-0 HL,3,ab-4,abaxial,20,230,105.25,11.004,18.337
COL-0 HL,3,ab-4,abaxial,22,167.5,99.5,2.726,21.024
COL-0 HL,3,ab-4,abaxial,16,363,92.75,117.15,21.915
COL-0 HL,3,ab-4,abaxial,25,61.5,90,56.31,25.239
COL-0 HL,3,ab-4,abaxial,19,242.75,85.75,-6.34,22.638
COL-0 HL,3,ab-4,abaxial,17,321,82.5,73.072,24.042
COL-0 HL,3,ab-4,abaxial,23,139.5,77.25,20.925,18.2
COL-0 HL,3,ab-4,abaxial,9,472.5,76.5,131.987,13.454
COL-0 HL,3,ab-4,abaxial,7,432.5,71.75,97.275,23.691
COL-0 HL,3,ab-4,abaxial,8,458,70.25,92.545,22.522
COL-0 HL,3,ab-4,abaxial,21,192.25,62.5,31.159,25.125
COL-0 HL,3,ab-4,abaxial,24,90.5,59,62.447,25.942
COL-0 HL,3,ab-4,abaxial,6,388,35.5,70.346,14.866
COL-0 HL,3,ab-4,abaxial,5,368.75,33.25,91.397,20.506
COL-0 HL,3,ab-4,abaxial,1,80.25,20.25,33.311,20.94
COL-0 HL,3,ab-4,abaxial,4,303,18,45,25.456
COL-0 HL,3,ab-4,abaxial,3,240,3,0,13
COL-0 HL,3,ab-4,abaxial,2,148.25,2.25,10.008,25.894
COL-0 HL,4,ab-4,abaxial,44,135.25,504.25,45,0.707
COL-0 HL,4,ab-4,abaxial,41,2.5,498,99.09,25.318
COL-0 HL,4,ab-4,abaxial,46,243.25,473.75,53.366,24.3
