"treatment","leaf_number","image_number","x","y","area","reject","surface","stomata_number","angle","length","light","density"
"COL-0 HL",4,"ab-5",326.75,364.25,4562.00387538996,FALSE,"abaxial",60,80.362,26.879,"High Light",84
"COL-0 HL",4,"ab-5",342,270.5,3553.64859115194,FALSE,"abaxial",43,48.576,22.672,"High Light",84
"COL-0 HL",4,"ab-5",351.5,419.5,5120.96117810199,FALSE,"abaxial",74,97.853,29.275,"High Light",84
"COL-0 HL",4,"ab-5",356.75,491.25,NA,TRUE,"abaxial",73,138.094,26.201,"High Light",84
"COL-0 HL",4,"ab-5",360.75,149.5,5049.42740368481,FALSE,"abaxial",23,66.371,26.196,"High Light",84
"COL-0 HL",4,"ab-5",363,83,3183.63490279833,FALSE,"abaxial",17,-29.055,20.591,"High Light",84
"COL-0 HL",4,"ab-5",367.25,330,3552.15263650691,FALSE,"abaxial",61,50.793,24.52,"High Light",84
"COL-0 HL",4,"ab-5",376.25,190.75,3262.58045265612,FALSE,"abaxial",24,59.47,22.638,"High Light",84
"COL-0 HL",4,"ab-5",38.75,459.25,NA,TRUE,"abaxial",81,143.366,24.3,"High Light",84
"COL-0 HL",4,"ab-5",384.25,509.75,NA,TRUE,"abaxial",72,71.565,NA,"High Light",84
"COL-0 HL",4,"ab-5",388.75,76.25,1702.09600900806,FALSE,"abaxial",16,75.651,22.192,"High Light",84
"COL-0 HL",4,"ab-5",390,43.25,2902.46503153196,FALSE,"abaxial",9,3.9,22.051,"High Light",84
"COL-0 HL",4,"ab-5",392.75,352.5,2995.03442746806,FALSE,"abaxial",62,49.538,22.344,"High Light",84
"COL-0 HL",4,"ab-5",399.75,214.75,1689.30413855612,FALSE,"abaxial",25,17.7,24.668,"High Light",84
"COL-0 HL",4,"ab-5",403,121.5,2840.10251201281,FALSE,"abaxial",22,41.82,25.495,"High Light",84
"COL-0 HL",4,"ab-5",406,239.75,3885.06998611293,FALSE,"abaxial",27,86.906,18.527,"High Light",84
"COL-0 HL",4,"ab-5",406.5,0,NA,TRUE,"abaxial",10,0,NA,"High Light",84
"COL-0 HL",4,"ab-5",421.75,410.75,2889.25369313855,FALSE,"abaxial",68,84.174,24.627,"High Light",84
"COL-0 HL",4,"ab-5",428,444.75,3624.49232963426,FALSE,"abaxial",70,92.793,20.524,"High Light",84
"COL-0 HL",4,"ab-5",438,365.5,2121.95888984289,FALSE,"abaxial",66,46.736,23.345,"High Light",84
"COL-0 HL",4,"ab-5",442.5,102.5,2952.99539168043,FALSE,"abaxial",18,45,19.799,"High Light",84
"COL-0 HL",4,"ab-5",442.5,204,2303.34176469764,FALSE,"abaxial",26,58.57,21.095,"High Light",84
"COL-0 HL",4,"ab-5",449.5,8.25,NA,TRUE,"abaxial",11,57.031,22.051,"High Light",84
"COL-0 HL",4,"ab-5",45.5,37.25,NA,TRUE,"abaxial",2,-40.732,23.754,"High Light",84
"COL-0 HL",4,"ab-5",453.5,37.25,2280.43776571817,FALSE,"abaxial",15,125.096,22.611,"High Light",84
"COL-0 HL",4,"ab-5",453.75,339.5,3256.29019540676,FALSE,"abaxial",67,9.273,24.824,"High Light",84
"COL-0 HL",4,"ab-5",458,174.25,3265.05318078283,FALSE,"abaxial",21,27.699,22.589,"High Light",84
"COL-0 HL",4,"ab-5",473.25,491.75,NA,FALSE,"abaxial",71,136.79,22.638,"High Light",84
"COL-0 HL",4,"ab-5",476.5,246,NA,TRUE,"abaxial",28,22.834,20.616,"High Light",84
"COL-0 HL",4,"ab-5",484.75,129.25,NA,TRUE,"abaxial",19,14.421,18.069,"High Light",84
"COL-0 HL",4,"ab-5",488.5,270.75,1884.98152218547,FALSE,"abaxial",29,65.056,23.712,"High Light",84
"COL-0 HL",4,"ab-5",491.5,318,NA,TRUE,"abaxial",64,63.435,24.597,"High Light",84
"COL-0 HL",4,"ab-5",492.5,59.25,1908.75098313384,FALSE,"abaxial",14,73.686,21.36,"High Light",84
"COL-0 HL",4,"ab-5",494.75,9.75,NA,TRUE,"abaxial",12,41.309,21.966,"High Light",84
"COL-0 HL",4,"ab-5",495,433.75,NA,TRUE,"abaxial",69,70.427,23.88,"High Light",84
"COL-0 HL",4,"ab-5",495.75,392.25,NA,TRUE,"abaxial",65,157.479,22.192,"High Light",84
"COL-0 HL",4,"ab-5",511,147,NA,TRUE,"abaxial",20,90,NA,"High Light",84
"COL-0 HL",4,"ab-5",511,278,NA,TRUE,"abaxial",63,90,NA,"High Light",84
"COL-0 HL",4,"ab-5",511,59.25,NA,TRUE,"abaxial",13,90,NA,"High Light",84
"COL-0 HL",4,"ab-5",56.75,241.75,NA,TRUE,"abaxial",48,61.699,22.147,"High Light",84
"COL-0 HL",4,"ab-5",86.5,101.5,3835.21218615059,FALSE,"abaxial",32,109.29,21.19,"High Light",84
"COL-0 HL",4,"ab-5",89,288,3559.30425485513,FALSE,"abaxial",53,16.699,20.881,"High Light",84
"COL-0 HL",4,"ab-5",9.5,351,NA,TRUE,"abaxial",51,30.964,23.324,"High Light",84
"COL-0 HL",4,"ab-5",96,145.5,5920.12031601201,FALSE,"abaxial",34,128.66,19.209,"High Light",84
"COL-0 HL",4,"ad-1",104,310.25,4969.98569613662,FALSE,"adaxial",36,81.674,20.718,"High Light",64
"COL-0 HL",4,"ad-1",107.25,430.75,NA,TRUE,"adaxial",44,-1.548,18.507,"High Light",64
"COL-0 HL",4,"ad-1",117.5,10.5,NA,TRUE,"adaxial",6,54.162,22.204,"High Light",64
"COL-0 HL",4,"ad-1",15.25,12.5,NA,TRUE,"adaxial",1,63.435,16.771,"High Light",64
"COL-0 HL",4,"ad-1",151.5,47.5,6712.12548767651,FALSE,"adaxial",5,60.255,24.187,"High Light",64
"COL-0 HL",4,"ad-1",173.5,270,5364.94431393849,FALSE,"adaxial",29,67.751,23.77,"High Light",64
"COL-0 HL",4,"ad-1",18,305.5,NA,TRUE,"adaxial",42,110.556,25.632,"High Light",64
"COL-0 HL",4,"ad-1",183,7,NA,TRUE,"adaxial",7,-41.424,22.672,"High Light",64
"COL-0 HL",4,"ad-1",183.5,307.75,4561.53116011556,FALSE,"adaxial",35,112.714,23.308,"High Light",64
"COL-0 HL",4,"ad-1",197.25,505,NA,TRUE,"adaxial",62,158.199,18.848,"High Light",64
"COL-0 HL",4,"ad-1",199,481,4369.37992858473,FALSE,"adaxial",63,43.025,20.518,"High Light",64
"COL-0 HL",4,"ad-1",2.25,261.75,NA,TRUE,"adaxial",41,-45,NA,"High Light",64
"COL-0 HL",4,"ad-1",2.75,127.75,NA,TRUE,"adaxial",40,-30.964,NA,"High Light",64
"COL-0 HL",4,"ad-1",205.25,402.5,5409.4751085416,FALSE,"adaxial",46,105.154,24.865,"High Light",64
"COL-0 HL",4,"ad-1",21,55,NA,TRUE,"adaxial",2,98.13,21.213,"High Light",64
"COL-0 HL",4,"ad-1",217.5,229.5,5022.1567559747,FALSE,"adaxial",28,100.784,21.378,"High Light",64
"COL-0 HL",4,"ad-1",228,264.75,2874.75037860919,FALSE,"adaxial",27,116.003,22.809,"High Light",64
"COL-0 HL",4,"ad-1",230,165,8198.63242038579,FALSE,"adaxial",19,62.354,23.707,"High Light",64
"COL-0 HL",4,"ad-1",230.5,360.75,4832.8321798539,FALSE,"adaxial",47,115.942,20.573,"High Light",64
"COL-0 HL",4,"ad-1",255,440.5,4245.48259133812,FALSE,"adaxial",49,131.82,25.495,"High Light",64
"COL-0 HL",4,"ad-1",270.75,133,3661.47046693598,FALSE,"adaxial",17,-40.601,23.049,"High Light",64
"COL-0 HL",4,"ad-1",275,284.25,2829.87910074862,FALSE,"adaxial",30,144.293,19.704,"High Light",64
"COL-0 HL",4,"ad-1",277.5,85.75,5747.93069044975,FALSE,"adaxial",8,114.775,21.477,"High Light",64
"COL-0 HL",4,"ad-1",296,407.75,4134.94281407567,FALSE,"adaxial",48,111.801,24.233,"High Light",64
"COL-0 HL",4,"ad-1",300,7.75,NA,TRUE,"adaxial",9,-11.56,22.456,"High Light",64
"COL-0 HL",4,"ad-1",303.25,314.5,4893.28156820701,FALSE,"adaxial",31,106.46,22.94,"High Light",64
"COL-0 HL",4,"ad-1",304.25,446,2240.98121160833,FALSE,"adaxial",50,114.102,20.815,"High Light",64
"COL-0 HL",4,"ad-1",305.25,254.25,5156.04349793059,FALSE,"adaxial",26,122.471,19.558,"High Light",64
"COL-0 HL",4,"ad-1",317,134.5,4231.92877141568,FALSE,"adaxial",18,81.87,21.213,"High Light",64
"COL-0 HL",4,"ad-1",32.5,503.5,NA,TRUE,"adaxial",64,152.354,23.707,"High Light",64
"COL-0 HL",4,"ad-1",323.5,467.75,NA,TRUE,"adaxial",59,74.876,19.164,"High Light",64
"COL-0 HL",4,"ad-1",327.25,57.5,2776.15960207224,FALSE,"adaxial",11,121.185,22.209,"High Light",64
"COL-0 HL",4,"ad-1",343.25,26,NA,TRUE,"adaxial",10,-47.49,24.418,"High Light",64
"COL-0 HL",4,"ad-1",354.25,197,4496.63616225233,FALSE,"adaxial",23,166.908,22.074,"High Light",64
"COL-0 HL",4,"ad-1",359.75,364.75,4467.50646120088,FALSE,"adaxial",51,75.651,22.192,"High Light",64
"COL-0 HL",4,"ad-1",360,459.75,2458.32535531709,FALSE,"adaxial",58,134.17,24.398,"High Light",64
"COL-0 HL",4,"ad-1",365,484.75,NA,TRUE,"adaxial",60,90,19.5,"High Light",64
"COL-0 HL",4,"ad-1",369.5,95.5,4225.00917020892,FALSE,"adaxial",12,-37.405,21.401,"High Light",64
"COL-0 HL",4,"ad-1",371.25,225.25,3118.35391723464,FALSE,"adaxial",24,9.689,20.797,"High Light",64
"COL-0 HL",4,"ad-1",399.25,412.75,3104.100370901,FALSE,"adaxial",57,88.727,22.506,"High Light",64
"COL-0 HL",4,"ad-1",403.75,213.75,4440.57275447305,FALSE,"adaxial",22,111.571,23.119,"High Light",64
"COL-0 HL",4,"ad-1",406.25,351,2774.25051669182,FALSE,"adaxial",52,25.942,20.573,"High Light",64
"COL-0 HL",4,"ad-1",408.75,304.5,3834.58574066486,FALSE,"adaxial",32,5.08,22.589,"High Light",64
"COL-0 HL",4,"ad-1",418.75,34.25,NA,TRUE,"adaxial",15,99.246,21.783,"High Light",64
"COL-0 HL",4,"ad-1",423.25,115,3912.40511836972,FALSE,"adaxial",13,-8.326,20.718,"High Light",64
"COL-0 HL",4,"ad-1",425,434.5,4476.89477886134,FALSE,"adaxial",56,127.405,21.401,"High Light",64
"COL-0 HL",4,"ad-1",438.25,297.5,3006.52719120635,FALSE,"adaxial",33,115.408,22.142,"High Light",64
"COL-0 HL",4,"ad-1",449.5,336.25,2818.66956860725,FALSE,"adaxial",53,-51.34,22.411,"High Light",64
"COL-0 HL",4,"ad-1",459.5,159.75,4457.1989648172,FALSE,"adaxial",20,95.572,20.597,"High Light",64
"COL-0 HL",4,"ad-1",459.75,85.75,NA,TRUE,"adaxial",14,124.695,23.717,"High Light",64
"COL-0 HL",4,"ad-1",460,15,NA,TRUE,"adaxial",16,136.848,21.932,"High Light",64
"COL-0 HL",4,"ad-1",484.5,414,NA,TRUE,"adaxial",55,55.491,19.416,"High Light",64
"COL-0 HL",4,"ad-1",485.75,385.75,NA,TRUE,"adaxial",54,102.995,20.012,"High Light",64
"COL-0 HL",4,"ad-1",486.25,235.5,NA,TRUE,"adaxial",25,108.004,21.03,"High Light",64
"COL-0 HL",4,"ad-1",49.75,247.25,5127.63717357058,FALSE,"adaxial",38,131.309,21.966,"High Light",64
"COL-0 HL",4,"ad-1",498.75,497.5,NA,TRUE,"adaxial",61,104.036,22.677,"High Light",64
"COL-0 HL",4,"ad-1",506,303.75,NA,TRUE,"adaxial",34,26.565,NA,"High Light",64
"COL-0 HL",4,"ad-1",510,179,NA,TRUE,"adaxial",21,-26.565,NA,"High Light",64
"COL-0 HL",4,"ad-1",59.25,88,4110.35087751901,FALSE,"adaxial",3,93.302,26.043,"High Light",64
"COL-0 HL",4,"ad-1",60.25,436.5,NA,TRUE,"adaxial",45,130.972,25.164,"High Light",64
"COL-0 HL",4,"ad-1",69.25,186.25,7788.17647419189,FALSE,"adaxial",39,121.373,24.01,"High Light",64
"COL-0 HL",4,"ad-1",75.25,337,3941.90247780551,FALSE,"adaxial",37,127.349,23.901,"High Light",64
"COL-0 HL",4,"ad-1",94,121,7121.83938379046,FALSE,"adaxial",4,-19.983,23.409,"High Light",64
"COL-0 HL",4,"ad-1",98.75,380.5,4758.13401002032,FALSE,"adaxial",43,-13.707,21.101,"High Light",64
"COL-0 HL",4,"ad-2",12.5,312.75,NA,TRUE,"adaxial",42,87.337,21.523,"High Light",56
"COL-0 HL",4,"ad-2",122.75,352.75,4127.09282142777,FALSE,"adaxial",44,-3.991,21.552,"High Light",56
"COL-0 HL",4,"ad-2",133,124.75,4987.57985432135,FALSE,"adaxial",10,36.327,21.101,"High Light",56
"COL-0 HL",4,"ad-2",140,61.5,4224.66189521042,FALSE,"adaxial",4,-30.069,21.954,"High Light",56
"COL-0 HL",4,"ad-2",142.75,24,NA,TRUE,"adaxial",5,142.883,23.2,"High Light",56
"COL-0 HL",4,"ad-2",15.25,414.75,NA,FALSE,"adaxial",49,42.955,19.812,"High Light",56
"COL-0 HL",4,"ad-2",168.75,256.75,4314.05907318948,FALSE,"adaxial",38,3.814,22.55,"High Light",56
"COL-0 HL",4,"ad-2",175,206.25,4655.59053323637,FALSE,"adaxial",14,40.462,22.344,"High Light",56
"COL-0 HL",4,"ad-2",179,337.25,3393.43162201501,FALSE,"adaxial",45,82.057,21.708,"High Light",56
"COL-0 HL",4,"ad-2",186.5,501.5,NA,TRUE,"adaxial",52,-21.801,21.541,"High Light",56
"COL-0 HL",4,"ad-2",192.25,130,5481.16964393007,FALSE,"adaxial",9,6.981,24.683,"High Light",56
"COL-0 HL",4,"ad-2",197.25,391,6762.74972523324,FALSE,"adaxial",47,-13.092,22.074,"High Light",56
"COL-0 HL",4,"ad-2",207.75,247.25,4130.70647385222,FALSE,"adaxial",15,155.323,20.359,"High Light",56
"COL-0 HL",4,"ad-2",215.75,328.5,4467.82082054209,FALSE,"adaxial",46,40.601,23.049,"High Light",56
"COL-0 HL",4,"ad-2",248,43,NA,TRUE,"adaxial",6,2.386,24.021,"High Light",56
"COL-0 HL",4,"ad-2",253.5,197.5,3952.23772157884,FALSE,"adaxial",16,95.194,22.091,"High Light",56
"COL-0 HL",4,"ad-2",258.25,95.5,4061.60770239271,FALSE,"adaxial",7,73.54,22.94,"High Light",56
"COL-0 HL",4,"ad-2",267,427.5,6878.11556427464,FALSE,"adaxial",48,-69.146,22.472,"High Light",56
"COL-0 HL",4,"ad-2",27.75,10.5,NA,TRUE,"adaxial",1,51.147,23.114,"High Light",56
"COL-0 HL",4,"ad-2",272.5,120.75,4523.67021145351,FALSE,"adaxial",8,-11.56,22.456,"High Light",56
"COL-0 HL",4,"ad-2",275.25,370.25,5648.52269446626,FALSE,"adaxial",37,24.075,25.739,"High Light",56
"COL-0 HL",4,"ad-2",280.75,213.5,3815.24066874992,FALSE,"adaxial",17,105.781,23.901,"High Light",56
"COL-0 HL",4,"ad-2",307.5,290.75,5864.9391956305,FALSE,"adaxial",33,95.08,22.589,"High Light",56
"COL-0 HL",4,"ad-2",31.25,316.25,2647.07387888481,FALSE,"adaxial",41,88.727,22.506,"High Light",56
"COL-0 HL",4,"ad-2",319,500.25,NA,TRUE,"adaxial",53,122.969,22.051,"High Light",56
"COL-0 HL",4,"ad-2",333.75,191,3577.27222908512,FALSE,"adaxial",18,55.923,20.524,"High Light",56
"COL-0 HL",4,"ad-2",352.5,272,4175.08766797592,FALSE,"adaxial",32,135,24.042,"High Light",56
"COL-0 HL",4,"ad-2",354.5,134,9437.70757654119,FALSE,"adaxial",19,55.008,24.413,"High Light",56
"COL-0 HL",4,"ad-2",370.5,411,6320.32721847431,FALSE,"adaxial",36,2.862,20.025,"High Light",56
"COL-0 HL",4,"ad-2",371.25,242.75,4258.70691023798,FALSE,"adaxial",31,115.907,19.455,"High Light",56
"COL-0 HL",4,"ad-2",373.25,363,4743.3522134568,FALSE,"adaxial",34,155.056,23.712,"High Light",56
"COL-0 HL",4,"ad-2",375.5,183.25,3676.37041607161,FALSE,"adaxial",20,-21.125,23.585,"High Light",56
"COL-0 HL",4,"ad-2",414.75,368.25,6495.72714378736,FALSE,"adaxial",35,-18.435,23.717,"High Light",56
"COL-0 HL",4,"ad-2",42.75,284.25,NA,TRUE,"adaxial",40,102.995,20.012,"High Light",56
"COL-0 HL",4,"ad-2",431.5,500.75,NA,TRUE,"adaxial",54,76.293,21.101,"High Light",56
"COL-0 HL",4,"ad-2",442.5,468.5,6085.65701963655,FALSE,"adaxial",55,21.801,21.541,"High Light",56
"COL-0 HL",4,"ad-2",450.75,180.75,4733.26001293842,FALSE,"adaxial",21,115.974,21.691,"High Light",56
"COL-0 HL",4,"ad-2",462,307.75,5051.55727193034,FALSE,"adaxial",30,128.66,22.411,"High Light",56
"COL-0 HL",4,"ad-2",462.25,48.75,NA,TRUE,"adaxial",25,111.571,23.119,"High Light",56
"COL-0 HL",4,"ad-2",467.75,232.25,NA,TRUE,"adaxial",27,99.246,21.783,"High Light",56
"COL-0 HL",4,"ad-2",473,97.75,NA,TRUE,"adaxial",24,-8.653,23.265,"High Light",56
"COL-0 HL",4,"ad-2",48.25,149.5,NA,TRUE,"adaxial",11,147.619,24.274,"High Light",56
"COL-0 HL",4,"ad-2",482.5,256,NA,TRUE,"adaxial",28,31.43,21.095,"High Light",56
"COL-0 HL",4,"ad-2",487.25,24,NA,TRUE,"adaxial",26,104.036,22.677,"High Light",56
"COL-0 HL",4,"ad-2",497.25,305.5,NA,TRUE,"adaxial",29,99.462,21.29,"High Light",56
"COL-0 HL",4,"ad-2",498,116.25,NA,TRUE,"adaxial",23,49.145,24.459,"High Light",56
"COL-0 HL",4,"ad-2",499,160,NA,TRUE,"adaxial",22,70.71,21.19,"High Light",56
"COL-0 HL",4,"ad-2",500,493.5,NA,TRUE,"adaxial",56,-2.862,20.025,"High Light",56
"COL-0 HL",4,"ad-2",54.75,205.25,NA,TRUE,"adaxial",12,-12.995,20.012,"High Light",56
"COL-0 HL",4,"ad-2",63,437.75,5344.02849032883,FALSE,"adaxial",50,-18.004,21.03,"High Light",56
"COL-0 HL",4,"ad-2",66.25,482.5,NA,FALSE,"adaxial",51,105.376,20.742,"High Light",56
"COL-0 HL",4,"ad-2",69.5,63,NA,TRUE,"adaxial",3,107.526,19.925,"High Light",56
"COL-0 HL",4,"ad-2",85.5,13.5,NA,TRUE,"adaxial",2,21.371,24.698,"High Light",56
"COL-0 HL",4,"ad-2",90.75,189.25,4532.11349595438,FALSE,"adaxial",13,-3.991,21.552,"High Light",56
"COL-0 HL",4,"ad-2",92,288.5,4976.25210364535,FALSE,"adaxial",39,8.531,20.224,"High Light",56
"COL-0 HL",4,"ad-2",92,360,4354.15936284058,FALSE,"adaxial",43,-10.305,22.361,"High Light",56
"COL-0 HL",4,"ad-3",100.5,488.5,NA,FALSE,"adaxial",60,147.724,22.472,"High Light",66
"COL-0 HL",4,"ad-3",111.25,419.25,3851.73751058879,FALSE,"adaxial",58,57.529,19.558,"High Light",66
"COL-0 HL",4,"ad-3",118.25,370.25,2597.88728511759,FALSE,"adaxial",54,45,21.92,"High Light",66
"COL-0 HL",4,"ad-3",132.5,227.75,4169.50944177138,FALSE,"adaxial",30,-20.556,21.36,"High Light",66
"COL-0 HL",4,"ad-3",142,380.75,3241.56669951674,FALSE,"adaxial",53,84.685,21.593,"High Light",66
"COL-0 HL",4,"ad-3",142.5,116.25,6646.81917442349,FALSE,"adaxial",15,115.942,20.573,"High Light",66
"COL-0 HL",4,"ad-3",145.5,33,NA,TRUE,"adaxial",4,-39.472,22.023,"High Light",66
"COL-0 HL",4,"ad-3",160.75,248.75,5407.12051612246,FALSE,"adaxial",31,-27.121,23.033,"High Light",66
"COL-0 HL",4,"ad-3",160.75,410.25,3523.55278501933,FALSE,"adaxial",52,53.366,24.3,"High Light",66
"COL-0 HL",4,"ad-3",174,0,NA,TRUE,"adaxial",2,0,NA,"High Light",66
"COL-0 HL",4,"ad-3",197,71,4589.61178130624,FALSE,"adaxial",9,90,21,"High Light",66
"COL-0 HL",4,"ad-3",204.25,509.25,NA,TRUE,"adaxial",63,45,NA,"High Light",66
"COL-0 HL",4,"ad-3",214.75,409.5,1738.52422899551,FALSE,"adaxial",50,49.844,20.934,"High Light",66
"COL-0 HL",4,"ad-3",217,250.75,7296.462562296,FALSE,"adaxial",32,96.71,25.676,"High Light",66
"COL-0 HL",4,"ad-3",219.75,382.5,6431.13451663937,FALSE,"adaxial",51,-8.326,20.718,"High Light",66
"COL-0 HL",4,"ad-3",227.5,454.75,2526.92286516946,FALSE,"adaxial",61,167.905,21.477,"High Light",66
"COL-0 HL",4,"ad-3",243,478.75,NA,TRUE,"adaxial",62,121.608,22.897,"High Light",66
"COL-0 HL",4,"ad-3",246.25,416,3376.0763047582,FALSE,"adaxial",49,101.56,22.456,"High Light",66
"COL-0 HL",4,"ad-3",247.5,69.5,3523.36402507489,FALSE,"adaxial",8,59.036,23.324,"High Light",66
"COL-0 HL",4,"ad-3",25,110.75,NA,TRUE,"adaxial",12,75.069,23.286,"High Light",66
"COL-0 HL",4,"ad-3",26.25,373.75,NA,TRUE,"adaxial",57,6.072,23.633,"High Light",66
"COL-0 HL",4,"ad-3",262.5,0.75,NA,TRUE,"adaxial",3,-26.565,NA,"High Light",66
"COL-0 HL",4,"ad-3",263.25,115,6291.01969044868,FALSE,"adaxial",16,96.203,23.135,"High Light",66
"COL-0 HL",4,"ad-3",263.75,221.75,5375.1132796852,FALSE,"adaxial",33,-45,21.92,"High Light",66
"COL-0 HL",4,"ad-3",27.5,444.75,NA,FALSE,"adaxial",59,124.902,26.215,"High Light",66
"COL-0 HL",4,"ad-3",294.75,183,2908.76860982456,FALSE,"adaxial",27,62.301,22.589,"High Light",66
"COL-0 HL",4,"ad-3",312.25,42.5,NA,TRUE,"adaxial",6,91.245,23.005,"High Light",66
"COL-0 HL",4,"ad-3",314.5,177.75,2951.34898618685,FALSE,"adaxial",26,145.222,21.915,"High Light",66
"COL-0 HL",4,"ad-3",317.5,287.25,4808.58827791726,FALSE,"adaxial",42,12.095,21.477,"High Light",66
"COL-0 HL",4,"ad-3",318,427.25,NA,TRUE,"adaxial",48,119.168,24.622,"High Light",66
"COL-0 HL",4,"ad-3",330,312,3592.16989545884,FALSE,"adaxial",43,7.431,23.195,"High Light",66
"COL-0 HL",4,"ad-3",334.75,54,2087.4717174024,FALSE,"adaxial",7,96.789,21.148,"High Light",66
"COL-0 HL",4,"ad-3",342.25,353.75,4217.63397709726,FALSE,"adaxial",44,-1.469,19.506,"High Light",66
"COL-0 HL",4,"ad-3",347.5,115,3634.54211150159,FALSE,"adaxial",17,21.801,21.541,"High Light",66
"COL-0 HL",4,"ad-3",351.25,23.25,NA,TRUE,"adaxial",5,77.619,20.988,"High Light",66
"COL-0 HL",4,"ad-3",351.75,233.75,3601.97932779741,FALSE,"adaxial",34,-57.339,23.162,"High Light",66
"COL-0 HL",4,"ad-3",359,403.25,2466.47997188506,FALSE,"adaxial",45,-33.341,22.743,"High Light",66
"COL-0 HL",4,"ad-3",370.75,94.75,4939.62375151347,FALSE,"adaxial",18,1.332,21.506,"High Light",66
"COL-0 HL",4,"ad-3",382.5,429,3795.28222152863,FALSE,"adaxial",47,129.806,23.431,"High Light",66
"COL-0 HL",4,"ad-3",384,180.5,3380.61364287299,FALSE,"adaxial",25,138.366,24.083,"High Light",66
"COL-0 HL",4,"ad-3",392.5,237.5,2987.55450139744,FALSE,"adaxial",35,34.509,19.416,"High Light",66
"COL-0 HL",4,"ad-3",406.25,331.75,4466.63473906464,FALSE,"adaxial",41,107.021,25.622,"High Light",66
"COL-0 HL",4,"ad-3",409.75,509.75,NA,TRUE,"adaxial",66,45,NA,"High Light",66
"COL-0 HL",4,"ad-3",41,156.25,NA,TRUE,"adaxial",13,145.981,24.13,"High Light",66
"COL-0 HL",4,"ad-3",412.75,279.75,4605.32394550361,FALSE,"adaxial",36,-67.109,24.423,"High Light",66
"COL-0 HL",4,"ad-3",415,404.5,4712.70233415262,FALSE,"adaxial",46,-32.905,20.248,"High Light",66
"COL-0 HL",4,"ad-3",420.25,158,3046.47208107773,FALSE,"adaxial",24,7.595,22.699,"High Light",66
"COL-0 HL",4,"ad-3",452,153.5,3546.70816164021,FALSE,"adaxial",21,108.435,22.136,"High Light",66
"COL-0 HL",4,"ad-3",462.5,207.5,3962.52534190699,FALSE,"adaxial",23,151.189,22.825,"High Light",66
"COL-0 HL",4,"ad-3",478,478.25,NA,TRUE,"adaxial",64,66.615,20.156,"High Light",66
"COL-0 HL",4,"ad-3",482,35.75,NA,TRUE,"adaxial",19,20.283,24.52,"High Light",66
"COL-0 HL",4,"ad-3",486,340.75,NA,TRUE,"adaxial",39,110.726,19.78,"High Light",66
"COL-0 HL",4,"ad-3",495.5,380.75,NA,TRUE,"adaxial",40,6.789,21.148,"High Light",66
"COL-0 HL",4,"ad-3",497.25,166.75,NA,TRUE,"adaxial",22,55.954,22.327,"High Light",66
"COL-0 HL",4,"ad-3",499,70.25,NA,TRUE,"adaxial",20,84.685,21.593,"High Light",66
"COL-0 HL",4,"ad-3",502.25,505.75,NA,TRUE,"adaxial",65,4.635,18.561,"High Light",66
"COL-0 HL",4,"ad-3",509.5,247.25,NA,TRUE,"adaxial",37,-85.333,24.581,"High Light",66
"COL-0 HL",4,"ad-3",511,315.5,NA,TRUE,"adaxial",38,-90,NA,"High Light",66
"COL-0 HL",4,"ad-3",62.25,371.75,2762.04645453857,FALSE,"adaxial",56,38.48,24.91,"High Light",66
"COL-0 HL",4,"ad-3",68.75,73.5,NA,TRUE,"adaxial",11,102.095,21.477,"High Light",66
"COL-0 HL",4,"ad-3",73.25,245.5,NA,TRUE,"adaxial",28,60.803,19.474,"High Light",66
"COL-0 HL",4,"ad-3",80.25,0.5,NA,TRUE,"adaxial",1,0,NA,"High Light",66
"COL-0 HL",4,"ad-3",84,93,3017.69078431652,FALSE,"adaxial",10,141.34,19.209,"High Light",66
"COL-0 HL",4,"ad-3",86,334.5,5134.02416123041,FALSE,"adaxial",55,94.574,25.08,"High Light",66
"COL-0 HL",4,"ad-3",93.75,257.25,3131.25180336825,FALSE,"adaxial",29,48.468,23.377,"High Light",66
"COL-0 HL",4,"ad-3",96,163,4591.21343804258,FALSE,"adaxial",14,123.024,23.854,"High Light",66
"COL-0 HL",4,"ad-4",103.75,368.5,3663.59170882368,FALSE,"adaxial",40,101.56,22.456,"High Light",61
"COL-0 HL",4,"ad-4",107.25,227.75,3488.9836136116,FALSE,"adaxial",27,126.119,22.902,"High Light",61
"COL-0 HL",4,"ad-4",117.25,109.5,3539.65034233847,FALSE,"adaxial",22,135.939,21.57,"High Light",61
"COL-0 HL",4,"ad-4",123,58.25,NA,TRUE,"adaxial",2,17.928,17.868,"High Light",61
"COL-0 HL",4,"ad-4",127,479,NA,TRUE,"adaxial",47,39.472,22.023,"High Light",61
"COL-0 HL",4,"ad-4",127.75,204,4625.99823405473,FALSE,"adaxial",28,102.68,20.5,"High Light",61
"COL-0 HL",4,"ad-4",135.5,139.5,2832.5547201073,FALSE,"adaxial",21,121.43,21.095,"High Light",61
"COL-0 HL",4,"ad-4",148.25,432.5,3708.01676369938,FALSE,"adaxial",46,116.565,23.479,"High Light",61
"COL-0 HL",4,"ad-4",16.5,80.25,NA,TRUE,"adaxial",24,18.004,21.03,"High Light",61
"COL-0 HL",4,"ad-4",162.75,125.5,2767.21056682581,FALSE,"adaxial",20,69.444,21.36,"High Light",61
